index_id,True_Misconception,openai/gpt-oss-20b,llama-3.1-8b-instant,qwen/qwen3-32b
448,Unclassified_Error,Denominator-only_change,Multiplying_by_4,Incomplete
449,Duplication,Wrong_fraction,Multiplying_by_4,Scale
450,WNB,Wrong_fraction,Inversion,Inversion
451,Unclassified_Error,Unclassified_Error,Wrong_fraction,Incomplete
452,Whole_numbers_larger,Whole_numbers_larger,Shorter_is_bigger,Whole_numbers_larger
453,Unclassified_Error,Definition,Incomplete,Unclassified_Error
454,Incomplete,Denominator-only_change,Division,Incomplete
455,Unclassified_Error,Incomplete,Incomplete,Unclassified_Error
456,Incomplete,Wrong_fraction,Additive,Incomplete
457,Firstterm,Wrong_term,Additive,Incomplete
458,WNB,Wrong_fraction,Incomplete,Denominator-only_change
459,Unclassified_Error,Not_variable,Unclassified_Error,Unknowable
460,WNB,Denominator-only_change,Wrong_fraction,Denominator-only_change
461,Inversion,Inversion,Multiplying_by_4,Inversion
462,Unclassified_Error,Unclassified_Error,Adding_terms,Unclassified_Error
463,Duplication,Wrong_fraction,Wrong_Fraction,Scale
464,Subtraction,Subtraction,Inverse_operation,Additive
465,Unclassified_Error,Wrong_term,Wrong_term,Unclassified_Error
466,Irrelevant,Irrelevant,Multiplying_by_4,Unclassified_Error
467,Additive,Wrong_fraction,Additive,Additive
468,Wrong_fraction,Wrong_term,WNB,Wrong_fraction
469,Unclassified_Error,Subtraction,Inversion,Additive
470,Unclassified_Error,Incomplete,Ignores_zeroes,Unclassified_Error
471,Unclassified_Error,Positive,Inversion,Positive
472,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Scale
473,Whole_numbers_larger,Whole_numbers_larger,Positive,Incomplete
474,Unknowable,Unclassified_Error,Incomplete,Unclassified_Error
475,Incomplete,Unclassified_Error,Multiplying_by_4,Incomplete
476,Wrong_term,Wrong_term,Multiplying_by_4,Wrong_term
477,Additive,Subtraction,Inverse_operation,Subtraction
478,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
479,Unclassified_Error,Unclassified_Error,Wrong_fraction,Positive
480,Unclassified_Error,Scale,Multiplying_by_4,Unclassified_Error
481,Unclassified_Error,Unclassified_Error,Inversion,Inversion
482,Not_variable,Division,Additive,Unknowable
483,Tacking,Subtraction,Inversion,Unclassified_Error
484,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Positive
485,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
486,Unclassified_Error,Wrong_fraction,Wrong_Fraction,Denominator-only_change
487,Unclassified_Error,Wrong_term,Adding_terms,Unclassified_Error
488,Duplication,Wrong_fraction,Scale,Wrong_fraction
489,Unclassified_Error,Unclassified_Error,Definition,Unknowable
490,Unclassified_Error,Unclassified_Error,Wrong_operation,Unclassified_Error
491,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
492,Unclassified_Error,Subtraction,Incorrect_Subtraction,Subtraction
493,Unclassified_Error,Subtraction,Subtraction,Inverse_operation
494,Additive,Subtraction,Multiplying_by_4,Additive
495,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
496,Unclassified_Error,Wrong_term,Scale,Additive
497,Additive,Subtraction,Wrong_fraction,Additive
498,Unclassified_Error,Unclassified_Error,Inversion,Inversion
499,Unclassified_Error,Division,Wrong_term,Denominator-only_change
500,Unclassified_Error,Positive,Additive,Unclassified_Error
501,Unclassified_Error,Unclassified_Error,Wrong_Fraction,Unknowable
502,Unknowable,Incomplete,Definition,Unclassified_Error
503,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Wrong_fraction
504,Unclassified_Error,Wrong_fraction,Additive,Scale
505,Unclassified_Error,Adding_across,Wrong_fraction,Adding_across
506,Additive,Subtraction,Wrong_fraction,Additive
507,Whole_numbers_larger,Wrong_fraction,Definition,Whole_numbers_larger
508,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Wrong_fraction
509,Unclassified_Error,Unclassified_Error,Incomplete,Unclassified_Error
510,Wrong_term,Wrong_term,Adding_terms,Wrong_term
511,Unclassified_Error,Incomplete,Definition,Unknowable
512,Unclassified_Error,Division,Inversion,Inversion
513,Incomplete,Wrong_fraction,Adding_across,Incomplete
514,Unclassified_Error,Positive,Additive,Incomplete
515,Mult,SwapDividend,Inversion,SwapDividend
516,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
517,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
518,Tacking,Subtraction,Inverse_operation,FlipChange
519,Wrong_fraction,Wrong_term,Division,Incomplete
520,Duplication,Wrong_fraction,Multiplying_by_4,Scale
521,Interior,Wrong_term,Inversion,Wrong_term
522,Duplication,Wrong_fraction,Mult,Scale
523,Incomplete,Wrong_fraction,Multiplying_by_4,Incomplete
524,Unclassified_Error,Incomplete,Definition,Irrelevant
525,Unclassified_Error,Adding_across,Adding_terms,Adding_across
526,Unclassified_Error,Unclassified_Error,Inverse_operation,Incomplete
527,Wrong_Fraction,Wrong_fraction,Additive,SwapDividend
528,Adding_across,Additive,Adding_across,Adding_across
529,Unclassified_Error,Unclassified_Error,Ignores_zeroes,Unclassified_Error
530,Unclassified_Error,Subtraction,Inverse_operation,Inverse_operation
531,Positive,Wrong_term,Inversion,Unclassified_Error
532,Wrong_fraction,Wrong_term,Inversion,Subtraction
533,Unknowable,Irrelevant,Incomplete,Irrelevant
534,Unclassified_Error,Wrong_fraction,Inverse_operation,Unclassified_Error
535,Inversion,Wrong_fraction,Multiplying_by_4,Scale
536,Unclassified_Error,Inverse_operation,Inverse_operation,Inverse_operation
537,Unclassified_Error,Wrong_term,Wrong_Fraction,Unclassified_Error
538,Subtraction,Wrong_fraction,Inverse_operation,Subtraction
539,Incomplete,Denominator-only_change,Not_variable,Incomplete
540,Additive,Subtraction,Inversion,Unclassified_Error
541,Positive,Subtraction,Addition,Additive
542,Positive,Subtraction,Firstterm,FlipChange
543,Irrelevant,Unclassified_Error,Multiplying_by_4,Inversion
544,Wrong_fraction,Wrong_term,Multiplying_by_4,Wrong_fraction
545,Incomplete,Wrong_fraction,Incorrect_Simplification,Wrong_fraction
546,Unclassified_Error,Wrong_fraction,Not_variable,Denominator-only_change
547,Unclassified_Error,Unclassified_Error,Inversion,Positive
548,Unclassified_Error,Scale,Inversion,Incomplete
549,Unclassified_Error,Wrong_fraction,WNB,Incomplete
550,Unclassified_Error,Wrong_term,Subtraction,Positive
551,Unclassified_Error,Wrong_term,Whole_numbers_larger,Incomplete
552,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
553,Wrong_Fraction,Wrong_fraction,Inversion,Wrong_fraction
554,Unclassified_Error,Wrong_term,Wrong_Fraction,Unlikely
555,Unclassified_Error,Unclassified_Error,Wrong_fraction,Positive
556,Whole_numbers_larger,Wrong_term,Definition,Whole_numbers_larger
557,Unclassified_Error,Unclassified_Error,Positive,Positive
558,Unclassified_Error,Subtraction,Inversion,Unclassified_Error
559,Unclassified_Error,Wrong_term,Wrong_Fraction,Subtraction
560,Wrong_fraction,Wrong_term,Additive,Incomplete
561,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
562,Denominator-only_change,Wrong_fraction,Definition,Additive
563,Irrelevant,Wrong_fraction,Wrong_Fraction,Wrong_Fraction
564,Irrelevant,Unclassified_Error,Inversion,Unclassified_Error
565,Incomplete,Wrong_Fraction,Inverse_operation,Scale
566,Mult,SwapDividend,Multiplying_by_4,SwapDividend
567,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Incomplete
568,Unclassified_Error,Wrong_fraction,Unclassified_Error,Unknowable
569,Unclassified_Error,Unclassified_Error,Wrong_term,Unclassified_Error
570,Inversion,Wrong_fraction,Multiplying_by_4,Denominator-only_change
571,Duplication,Wrong_fraction,Multiplying_by_4,Multiplying_by_4
572,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
573,Additive,Adding_across,Additive,Additive
574,Unclassified_Error,Adding_terms,Inversion,Unclassified_Error
575,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Scale
576,Unclassified_Error,Unclassified_Error,Ignores_zeroes,Unknowable
577,Additive,Wrong_fraction,Additive,Additive
578,Tacking,Unclassified_Error,Positive,Unclassified_Error
579,Mult,Division,Inversion,Unclassified_Error
580,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
581,Incomplete,Wrong_fraction,Incorrect_Fraction_Denominator,Incomplete
582,Mult,Division,Inversion,Inversion
583,Unclassified_Error,Unclassified_Error,Inversion,Mult
584,Unclassified_Error,Wrong_fraction,Additive,Wrong_term
585,Duplication,Scale,Multiplying_by_4,Scale
586,Unclassified_Error,Unclassified_Error,Definition,Unclassified_Error
587,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
588,Incomplete,Wrong_fraction,Whole_numbers_larger,Wrong_Fraction
589,Wrong_term,Wrong_term,Scale,Incomplete
590,Whole_numbers_larger,Whole_numbers_larger,Shorter_is_bigger,Whole_numbers_larger
591,Unclassified_Error,Subtraction,Inversion,Inverse_operation
592,Unclassified_Error,Division,Inversion,Inverse_operation
593,Unclassified_Error,Wrong_term,Wrong_Fraction,Additive
594,Unclassified_Error,Incomplete,Multiplying_by_4,Wrong_Fraction
595,Unclassified_Error,Unclassified_Error,Incomplete,Positive
596,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Tacking
597,Unclassified_Error,Wrong_term,Whole_numbers_larger,Incomplete
598,Unclassified_Error,Positive,WNB,Unclassified_Error
599,Unclassified_Error,Unclassified_Error,Longer_is_bigger,Unclassified_Error
600,Unclassified_Error,Incomplete,Incomplete,Unclassified_Error
601,Unclassified_Error,Wrong_term,Positive,Unclassified_Error
602,Additive,Subtraction,Multiplying_by_4,Subtraction
603,Unclassified_Error,Adding_terms,Additive,Wrong_term
604,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
605,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
606,Unclassified_Error,Positive,WNB,Positive
607,Additive,Wrong_fraction,Adding_terms,Subtraction
608,WNB,Wrong_fraction,Whole_numbers_larger,Denominator-only_change
609,Unclassified_Error,Multiplying_by_4,Longer_is_bigger,Mult
610,Wrong_fraction,Wrong_term,Multiplying_by_4,Incomplete
611,Incomplete,Wrong_fraction,Additive,Incomplete
612,Subtraction,Wrong_fraction,Inverse_operation,Subtraction
613,Unclassified_Error,Unclassified_Error,Inversion,Positive
614,Unclassified_Error,SwapDividend,Inversion,Inversion
615,Incomplete,Wrong_fraction,Inversion,Incomplete
616,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Scale
617,Duplication,Wrong_fraction,Multiplying_by_4,Scale
618,Additive,Subtraction,Adding_terms,Additive
619,Additive,Wrong_fraction,Additive,Subtraction
620,Unclassified_Error,Wrong_Fraction,Multiplying_by_4,Inverse_operation
621,Unclassified_Error,Division,Inversion,Inverse_operation
622,Wrong_term,Wrong_term,Additive,Additive
623,Scale,Definition,Definition,Inversion
624,Positive,Wrong_term,Inversion,Inversion
625,Subtraction,Subtraction,Inverse_operation,Additive
626,Incomplete,Wrong_fraction,Adding_terms,Incomplete
627,Unclassified_Error,Scale,Additive,Scale
628,Unclassified_Error,Inverse_operation,Swapping_Dividend,Inversion
629,Subtraction,Subtraction,Subtraction,Additive
630,SwapDividend,Wrong_fraction,Adding_terms,Inversion
631,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
632,Multiplying_by_4,Inverse_operation,Inverse_operation,Inverse_operation
633,Unclassified_Error,Wrong_fraction,Unclassified_Error,Wrong_fraction
634,Unclassified_Error,Scale,Multiplying_by_4,Unclassified_Error
635,Unclassified_Error,Unclassified_Error,Irrelevant,Positive
636,Duplication,Scale,Adding_terms,Denominator-only_change
637,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Positive
638,Unclassified_Error,Positive,Inversion,Positive
639,Inversion,Denominator-only_change,Multiplying_by_4,Inversion
640,Unclassified_Error,Subtraction,Inverse_operation,Additive
641,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
642,Unclassified_Error,Wrong_fraction,Inversion,Wrong_fraction
643,Firstterm,Wrong_term,Additive,Additive
644,Whole_numbers_larger,Whole_numbers_larger,Shorter_is_bigger,Whole_numbers_larger
645,Irrelevant,Wrong_fraction,Multiplying_by_4,Unclassified_Error
646,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
647,Unclassified_Error,Division,Multiplying_by_4,Wrong_Fraction
648,Subtraction,Subtraction,Inverse_operation,Unclassified_Error
649,Unclassified_Error,Wrong_fraction,Wrong_fraction,Incomplete
650,Unclassified_Error,Subtraction,Inverse_operation,Additive
651,Unclassified_Error,Wrong_term,Wrong_Fraction,Incomplete
652,Duplication,Wrong_fraction,Multiplying_by_4,Scale
653,Unclassified_Error,Unclassified_Error,SwapDividend,Unclassified_Error
654,Unclassified_Error,Subtraction,Incomplete,Positive
655,Unclassified_Error,Positive,Unclassified_Error,Positive
656,Irrelevant,Wrong_term,Multiplying_by_4,Unknowable
657,Denominator-only_change,Wrong_fraction,Adding_terms,Additive
658,Unclassified_Error,Unclassified_Error,Shorter_is_bigger,Unclassified_Error
659,Unclassified_Error,Wrong_fraction,Unclassified_Error,Inversion
660,Unclassified_Error,Wrong_fraction,Addition,Subtraction
661,Unclassified_Error,Division,Inverse_operation,Inverse_operation
662,Not_variable,Multiplying_by_4,WNB,Additive
663,Unclassified_Error,Unclassified_Error,Scale,Unclassified_Error
664,Unclassified_Error,Positive,Inversion,Unclassified_Error
665,Unclassified_Error,Unclassified_Error,Wrong_fraction,Unclassified_Error
666,Unclassified_Error,Unclassified_Error,Shorter_is_bigger,Unclassified_Error
667,Additive,Subtraction,Inversion,Inverse_operation
668,Unclassified_Error,Division,Inversion,Tacking
669,Denominator-only_change,Wrong_term,Additive,Additive
670,Subtraction,Subtraction,Adding_terms,Subtraction
671,Unclassified_Error,Unclassified_Error,Inverse_operation,Inversion
672,Unclassified_Error,Inverse_operation,Inversion,Inverse_operation
673,Unknowable,Incomplete,Definition,Irrelevant
674,Unclassified_Error,Interior,Wrong_Fraction,Adding_terms
675,Unclassified_Error,Denominator-only_change,Ignores_zeroes,Denominator-only_change
676,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
677,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unknowable
678,Not_variable,Additive,Additive,Additive
679,Incomplete,Wrong_fraction,Inversion,Unclassified_Error
680,Adding_across,Adding_across,Adding_across,Adding_across
681,Additive,Wrong_fraction,Inversion,Adding_across
682,Additive,Subtraction,Subtraction,Additive
683,Irrelevant,Division,Inversion,Unclassified_Error
684,WNB,Denominator-only_change,Multiplying_by_4,Wrong_Fraction
685,Unknowable,Unknowable,Definition,Unclassified_Error
686,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Additive
687,Subtraction,Subtraction,Adding_terms,Additive
688,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
689,Inversion,Denominator-only_change,Multiplying_by_4,Denominator-only_change
690,Adding_across,Adding_across,Adding_across,Adding_across
691,Unclassified_Error,Unclassified_Error,Wrong_Fraction,Positive
692,Unclassified_Error,Subtraction,Multiplying_by_4,Subtraction
693,Wrong_fraction,Wrong_term,Swapped Dividend,Subtraction
694,Unclassified_Error,Unclassified_Error,Wrong_term,Unclassified_Error
695,Wrong_term,Adding_terms,Incomplete,Incomplete
696,Incomplete,Wrong_fraction,Scale,Wrong_fraction
697,Irrelevant,Division,Inversion,Unclassified_Error
698,Wrong_fraction,Wrong_term,Incomplete,Wrong_term
699,Unclassified_Error,Subtraction,Inv,Inverse_operation
700,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Positive
701,Unclassified_Error,Unclassified_Error,Positive,Whole_numbers_larger
702,Unclassified_Error,Additive,Adding_terms,Additive
703,Unclassified_Error,Wrong_fraction,Not_variable,Adding_across
704,Unclassified_Error,Positive,Additive,Unclassified_Error
705,Positive,Subtraction,Definition,Additive
706,Tacking,Unclassified_Error,Additive,Unclassified_Error
707,SwapDividend,Division,Wrong_Fraction,Inversion
708,Incomplete,Wrong_fraction,Inversion,Incomplete
709,Unclassified_Error,Wrong_term,Whole_numbers_larger,Unclassified_Error
710,Unclassified_Error,Wrong_fraction,Additive,Unclassified_Error
711,Unclassified_Error,Wrong_fraction,Inversion,Inversion
712,Incomplete,Wrong_fraction,Wrong_fraction,Incomplete
713,SwapDividend,SwapDividend,Inverse_operation,SwapDividend
714,Unclassified_Error,Division,Inversion,Inverse_operation
715,Unclassified_Error,Positive,Wrong_operation,Unclassified_Error
716,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
717,Unclassified_Error,Subtraction,Inv,FlipChange
718,Incomplete,Incomplete,Scale,Wrong_fraction
719,Unclassified_Error,Interior,Definition,Unclassified_Error
720,Scale,Wrong_term,Definition,Unclassified_Error
721,Unclassified_Error,Wrong_term,Scale,Incomplete
722,Wrong_Fraction,Wrong_fraction,Scale,Wrong_fraction
723,Unknowable,Incomplete,Incomplete,Unclassified_Error
724,Subtraction,Wrong_Fraction,Wrong_term,Subtraction
725,Unclassified_Error,Unclassified_Error,Unclassified_Error,Positive
726,Unclassified_Error,Wrong_fraction,Incomplete,Wrong_fraction
727,Inversion,Wrong_fraction,Multiplying_by_4,Denominator-only_change
728,Incomplete,Positive,Inverse_operation,Incomplete
729,FlipChange,Wrong_fraction,Multiplying_by_4,Denominator-only_change
730,Subtraction,Subtraction,Inversion,Unclassified_Error
731,Unclassified_Error,Incomplete,Irrelevant,Unclassified_Error
732,Unclassified_Error,Subtraction,Irrelevant,Additive
733,Duplication,Denominator-only_change,Multiplying_by_4,Scale
734,Unclassified_Error,Wrong_fraction,Incorrect_Addition,Wrong_Fraction
735,Tacking,Subtraction,Additive,Subtraction
736,Not_variable,Wrong_term,Multiplying_by_4,Unclassified_Error
737,Positive,Wrong_term,Inverse_operation,Positive
738,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
739,Unclassified_Error,Unclassified_Error,Definition,Shorter_is_bigger
740,Unclassified_Error,Wrong_Fraction,Inverse_operation,Unknowable
741,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
742,Unclassified_Error,Wrong_fraction,Wrong_fraction,Denominator-only_change
743,Unclassified_Error,Wrong_fraction,Inversion,Incomplete
744,Incomplete,Unclassified_Error,Scale,Incomplete
745,Unclassified_Error,Positive,Inverse_operation,Unclassified_Error
746,Unclassified_Error,Subtraction,Additive,FlipChange
747,Longer_is_bigger,Scale,Scale,Whole_numbers_larger
748,Unclassified_Error,Wrong_fraction,Ignores_zeroes,Inversion
749,Positive,Positive,Additive,Unclassified_Error
750,Incomplete,Scale,Multiplying_by_4,Incomplete
751,Unclassified_Error,Unclassified_Error,Positive,Unclassified_Error
752,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
753,Unclassified_Error,Wrong_fraction,Incomplete,Wrong_term
754,Unclassified_Error,Wrong_fraction,Inversion,Adding_across
755,Firstterm,Additive,Scale,Additive
756,Unclassified_Error,Wrong_fraction,WNB,Wrong_fraction
757,Wrong_term,Wrong_term,Additive,Incomplete
758,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
759,Inversion,Denominator-only_change,Inversion,Denominator-only_change
760,Unclassified_Error,Unclassified_Error,Inversion,Inversion
761,Denominator-only_change,Unclassified_Error,Multiplying_by_4,Additive
762,Unclassified_Error,Unclassified_Error,Scale,Unclassified_Error
763,Unclassified_Error,Definition,WNB,Wrong_term
764,Wrong_fraction,Wrong_term,Adding_terms,Subtraction
765,Subtraction,Mult,Wrong_term,Mult
766,Scale,Wrong_fraction,Irrelevant,Unclassified_Error
767,Unclassified_Error,Subtraction,Additive,Additive
768,Positive,Inversion,Inversion,Definition
769,Firstterm,Mult,Inversion,Mult
770,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
771,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Unclassified_Error
772,Unclassified_Error,Wrong_fraction,Whole_numbers_larger,Denominator-only_change
773,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
774,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unknowable
775,Duplication,Scale,Multiplying_by_4,Scale
776,Mult,Division,Definition,Inverse_operation
777,Wrong_Fraction,Wrong_fraction,Division,Wrong_Fraction
778,Unclassified_Error,Wrong_term,Unclassified_Error,Unknowable
779,Unclassified_Error,Unclassified_Error,WNB,Unclassified_Error
780,Denominator-only_change,Wrong_fraction,Adding_terms,Denominator-only_change
781,Unclassified_Error,Unclassified_Error,Scale,Unknowable
782,Incomplete,Scale,Inversion,Wrong_Fraction
783,Incomplete,Wrong_fraction,Additive,Wrong_fraction
784,Unclassified_Error,Multiplying_by_4,WNB,Wrong_fraction
785,Unclassified_Error,Wrong_term,Incomplete,Unknowable
786,Irrelevant,Wrong_fraction,Inversion,Wrong_fraction
787,Mult,Division,Multiplying_by_4,Inversion
788,Subtraction,Subtraction,Division,Subtraction
789,Unclassified_Error,Division,Inversion,Unclassified_Error
790,Inversion,Wrong_fraction,Multiplying_by_4,Inversion
791,Unclassified_Error,Scale,Multiplying_by_4,Unclassified_Error
792,Unclassified_Error,Wrong_fraction,Wrong_Fraction,Wrong_fraction
793,Inversion,Wrong_fraction,Multiplying_by_4,Inversion
794,Scale,Wrong_term,Inverse_operation,Definition
795,Unclassified_Error,Wrong_term,Multiplying_by_4,Additive
796,Unclassified_Error,Wrong_term,Inversion,Inversion
797,Unclassified_Error,Wrong_fraction,WNB,Wrong_fraction
798,Unclassified_Error,Wrong_fraction,Not_variable,Wrong_fraction
799,Adding_across,Wrong_fraction,Unclassified_Error,Adding_across
800,Unclassified_Error,Unclassified_Error,Inversion,Wrong_term
801,Adding_across,Adding_across,SwapDividend,Adding_across
802,Unclassified_Error,Positive,Wrong_Fraction,Positive
803,Unclassified_Error,Wrong_fraction,Wrong_fraction,Incomplete
804,Unclassified_Error,Ignores_zeroes,Shorter_is_bigger,Shorter_is_bigger
805,Unclassified_Error,Incomplete,Multiplying_by_4,Positive
806,Unclassified_Error,Denominator-only_change,Wrong_fraction,Denominator-only_change
807,Wrong_term,Wrong_term,Incomplete,Incomplete
808,Positive,Subtraction,Additive,FlipChange
809,Wrong_Fraction,Subtraction,Multiply_by_4,Unclassified_Error
810,Unclassified_Error,Wrong_term,Inversion,Multiplying_by_4
811,Unclassified_Error,Wrong_fraction,Wrong_term,SwapDividend
812,Subtraction,Wrong_fraction,Inversion,Additive
813,Unclassified_Error,Division,Adding_terms,Unclassified_Error
814,Unclassified_Error,Positive,Inversion,Unclassified_Error
815,Unclassified_Error,Subtraction,Subtraction,Additive
816,Positive,Subtraction,Wrong_operation,Inverse_operation
817,Tacking,Wrong_term,Inversion,Inversion
818,Unclassified_Error,Positive,Division,Positive
819,Incomplete,Wrong_fraction,Inversion,Wrong_Fraction
820,Unclassified_Error,Wrong_term,Additive,Definition
821,Duplication,Wrong_fraction,Multiplying_by_4,Scale
822,Additive,Adding_across,Wrong_Fraction,Additive
823,Unclassified_Error,Subtraction,Multiplying_by_4,Inversion
824,Wrong_fraction,Wrong_term,Unclassified_Error,Incomplete
825,Duplication,Wrong_fraction,Inversion,Scale
826,Unclassified_Error,Wrong_term,Whole_numbers_larger,Unclassified_Error
827,Duplication,Wrong_fraction,Multiplying_by_4,Denominator-only_change
828,Unclassified_Error,Interior,Definition,Unclassified_Error
829,Tacking,Subtraction,Additive,Inverse_operation
830,Unclassified_Error,Wrong_fraction,Inversion,Unclassified_Error
831,Unclassified_Error,Additive,Additive,Unclassified_Error
832,Wrong_fraction,Wrong_term,Additive,Incomplete
833,Unclassified_Error,Wrong_fraction,Whole_numbers_larger,Denominator-only_change
834,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
835,Irrelevant,Wrong_fraction,Multiplying_by_4,Wrong_fraction
836,FlipChange,Wrong_fraction,Multiplying_by_4,Inversion
837,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
838,Unclassified_Error,Subtraction,Additive,Subtraction
839,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
840,Not_variable,Division,WNB,Unclassified_Error
841,Positive,Positive,Inverse_operation,Inversion
842,Wrong_term,Wrong_term,Mulby4,Incomplete
843,Additive,Adding_terms,Definition,Additive
844,Unclassified_Error,Additive,Multiplying_by_4,Mult
845,Unclassified_Error,Mult,Inversion,Inversion
846,Unclassified_Error,Wrong_fraction,Incorrect_denominator,Wrong_Fraction
847,Unclassified_Error,Inverse_operation,Incorrect_application_of_concept,Unclassified_Error
848,Additive,Wrong_Fraction,Wrong_fraction,Additive
849,Unclassified_Error,Wrong_fraction,Inversion,SwapDividend
850,Unclassified_Error,Subtraction,Inversion,Inverse_operation
851,WNB,Wrong_fraction,Wrong_fraction,Additive
852,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
853,Adding_terms,Additive,Adding_across,Inverse_operation
854,Incomplete,Wrong_fraction,Additive,Incomplete
855,Unclassified_Error,Unclassified_Error,Scale,Additive
856,Incomplete,Unclassified_Error,Inversion,Wrong_fraction
857,Unclassified_Error,Subtraction,Inverse_operation,Additive
858,Duplication,Wrong_fraction,Multiplying_by_4,Wrong_Fraction
859,Unknowable,Unclassified_Error,Incomplete,Unclassified_Error
860,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
861,Additive,Unclassified_Error,Inversion,Additive
862,Subtraction,Subtraction,Inverse_operation,Subtraction
863,Unclassified_Error,Wrong_term,Wrong_Fraction,Additive
864,SwapDividend,SwapDividend,Division,Inversion
865,Tacking,Unclassified_Error,Inversion,Unclassified_Error
866,Incomplete,Scale,Additive,Incomplete
867,Unclassified_Error,Unclassified_Error,Wrong_term,Inversion
868,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
869,Unclassified_Error,Wrong_fraction,Multiplying_by_4,SwapDividend
870,Unclassified_Error,Wrong_fraction,Multiplying_by_4,Wrong_fraction
871,Subtraction,Subtraction,Wrong_operation,Subtraction
872,Unclassified_Error,Wrong_term,Whole_numbers_larger,Incomplete
873,Irrelevant,Unclassified_Error,Multiplying_by_4,Scale
874,Wrong_term,Wrong_term,Multiplying_by_4,Incomplete
875,Duplication,Wrong_fraction,Additive,Scale
876,Unclassified_Error,Wrong_fraction,Positive,Ignores_zeroes
877,Not_variable,Division,Definition,Definition
878,Unclassified_Error,Wrong_Fraction,Subtraction,Additive
879,Definition,Wrong_term,Definition,Definition
880,Subtraction,Subtraction,Inverse_operation,Additive
881,Unclassified_Error,Positive,Subtraction,Unclassified_Error
882,Positive,Subtraction,Inverse_operation,Unclassified_Error
883,Tacking,Unclassified_Error,Inverse_operation,Unknowable
884,Wrong_term,Wrong_term,Multiplying_by_4,Incomplete
885,Unclassified_Error,Unclassified_Error,Wrong_Fraction,Positive
886,Unclassified_Error,Wrong_fraction,Positive,Wrong_Fraction
887,Unclassified_Error,Wrong_term,Unclassified_Error,Additive
888,Duplication,Scale,Multiplying_by_4,Mult
889,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
890,Wrong_Fraction,Wrong_fraction,Multiplying_by_4,Wrong_fraction
891,Unclassified_Error,Unclassified_Error,Wrong_Fraction,Unclassified_Error
892,Wrong_Fraction,SwapDividend,WNB,Wrong_fraction
893,WNB,Denominator-only_change,Wrong_fraction,Wrong_Fraction
894,Incomplete,Scale,Wrong_fraction,Wrong_term
895,Unclassified_Error,Unclassified_Error,Wrong_fraction,Unclassified_Error
896,Unclassified_Error,Wrong_fraction,Wrong_fraction,Wrong_fraction
897,Adding_across,Adding_across,Multiplying_by_4,Adding_across
898,Unclassified_Error,Subtraction,Inversion,Inverse_operation
