index_id,True_Misconception,openai/gpt-oss-20b,llama-3.1-8b-instant,qwen/qwen3-32b
362,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
363,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
364,Tacking On Zeroes,Positive/Negative Sign Error,Additive Reasoning Error,Whole Number Bias
365,Unclassified Error,Division Error,Whole Number Bias,Division Error
366,Duplication Error,Duplication Error,Duplication Error,Duplication Error
367,Unclassified Error,Unclassified Error,Unknowable Error,Unclassified Error
368,Unclassified Error,Unclassified Error,Additive Reasoning Error,Positive/Negative Sign Error
369,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
370,Irrelevant Explanation,Wrong Term,Additive Reasoning Error,Whole Number Bias
371,Certainty Bias,Unclassified Error,Certainty Bias,Wrong Term
372,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
373,Unclassified Error,Whole Number Bias,Whole Number Bias,Unknowable Error
374,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
375,Scale Factor Error,Definition Error,Whole Number Bias,Base Rate Error
376,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
377,Division Error,Division Error,Additive Reasoning Error,Inverse Operation Error
378,Unclassified Error,Positive/Negative Sign Error,Inversion Error,Inverse Operation Error
379,Incomplete Calculation,Incomplete Calculation,Duplication Error,Incomplete Calculation
380,Unclassified Error,Positive/Negative Sign Error,Swapped Dividend,Inverse Operation Error
381,Unclassified Error,Division Error,Multiplication Error,Unclassified Error
382,Unclassified Error,Wrong Term,Whole Number Bias,Unclassified Error
383,Unclassified Error,Irrelevant Explanation,Additive Reasoning Error,Division Error
384,Unclassified Error,Multiplication Error,Multiplication Error,Inversion Error
385,Irrelevant Explanation,Multiplication Error,Additive Reasoning Error,Unclassified Error
386,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
387,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
388,Unclassified Error,Additive Reasoning Error,Adding Unlike Terms,Additive Reasoning Error
389,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
390,Unclassified Error,Unclassified Error,Subtraction Error,Unclassified Error
391,Positive/Negative Sign Error,Positive/Negative Sign Error,Additive Reasoning Error,Positive/Negative Sign Error
392,Wrong Fraction,Wrong Term,Additive Reasoning Error,Wrong Term
393,Duplication Error,Duplication Error,Duplication Error,Duplication Error
394,Inversion Error,Wrong Fraction,Inversion Error,Wrong Fraction
395,Tacking On Zeroes,Positive/Negative Sign Error,Adding Fractions Across,Flip and Change Error
396,Positive/Negative Sign Error,Positive/Negative Sign Error,Wrong Term,Positive/Negative Sign Error
397,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
398,Unclassified Error,Unclassified Error,Subtraction Error,Positive/Negative Sign Error
399,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
400,Subtraction Error,Additive Reasoning Error,Whole Number Bias,Additive Reasoning Error
401,Unclassified Error,Wrong Term,Whole Number Bias,Unclassified Error
402,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
403,Unclassified Error,Positive/Negative Sign Error,Additive Reasoning Error,Positive/Negative Sign Error
404,Unclassified Error,Unclassified Error,Whole Number Bias,Definition Error
405,Wrong Fraction,Scale Factor Error,Whole Number Bias,Wrong Fraction
406,Unclassified Error,Unclassified Error,Swapped Dividend,Unclassified Error
407,Wrong Term,Wrong Term,Additive Reasoning Error,First Term Error
408,Inversion Error,Wrong Fraction,Swapped Dividend,Denominator Only Change
409,Unclassified Error,Wrong Fraction,Unclassified Error,Adding Fractions Across
410,Subtraction Error,Wrong Fraction,Additive Reasoning Error,Additive Reasoning Error
411,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
412,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
413,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
414,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias,Whole Number Bias
415,Unclassified Error,Multiplication Error,Duplication Error,Duplication Error
416,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
417,Whole Numbers Are Larger,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias
418,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
419,Unclassified Error,Unclassified Error,Swapped Dividend,Unclassified Error
420,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
421,Unclassified Error,Unclassified Error,Scale Factor Error,Denominator Only Change
422,Tacking On Zeroes,Positive/Negative Sign Error,Additive Reasoning Error,Definition Error
423,Wrong Fraction,Multiplication Error,Additive Reasoning Error,Incomplete Calculation
424,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias,Unclassified Error
425,Unclassified Error,Multiplication Error,Unclassified Error,Unclassified Error
426,Unclassified Error,Wrong Fraction,Inversion Error,Unclassified Error
427,Additive Reasoning Error,Additive Reasoning Error,Whole Number Bias,Additive Reasoning Error
428,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
429,Denominator Only Change,Wrong Fraction,Adding Fractions Across,Additive Reasoning Error
430,Wrong Term,Unclassified Error,Whole Number Bias,Unclassified Error
431,Unclassified Error,Duplication Error,Whole Number Bias,Duplication Error
432,Unclassified Error,Unclassified Error,Unknowable Error,Unclassified Error
433,Unclassified Error,Inversion Error,Whole Number Bias,Inversion Error
434,Unclassified Error,Wrong Fraction,Adding Fractions Across,Adding Fractions Across
435,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
436,Unclassified Error,Division Error,Unclassified Error,Swapped Dividend
437,Whole Number Bias,Wrong Fraction,Incomplete Calculation,Whole Number Bias
438,Positive/Negative Sign Error,Positive/Negative Sign Error,Additive Reasoning Error,Positive/Negative Sign Error
439,Denominator Only Change,Wrong Fraction,Whole Number Bias,Adding Fractions Across
440,Subtraction Error,Subtraction Error,Incomplete Calculation,Additive Reasoning Error
441,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
442,Unclassified Error,Subtraction Error,Incomplete Calculation,Positive/Negative Sign Error
443,Denominator Only Change,Wrong Fraction,Adding Unlike Terms,Denominator Only Change
444,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
445,Unclassified Error,Definition Error,Whole Number Bias,Definition Error
446,Unclassified Error,Additive Reasoning Error,Whole Number Bias,Scale Factor Error
447,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
448,Adding Unlike Terms,Additive Reasoning Error,Whole Number Bias,Inverse Operation Error
449,Unknowable Error,Definition Error,Unclassified Error,Definition Error
450,Wrong Fraction,Wrong Fraction,Incomplete Calculation,Wrong Term
451,Unclassified Error,Unclassified Error,Subtraction Error,Unclassified Error
452,Unclassified Error,Multiplication Error,Wrong Fraction,Unclassified Error
453,Unclassified Error,Definition Error,Whole Number Bias,Definition Error
454,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
455,Duplication Error,Duplication Error,Duplication Error,Duplication Error
456,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
457,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
458,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
459,Unclassified Error,Unclassified Error,Unclassified Error,Whole Number Bias
460,Incomplete Calculation,Scale Factor Error,Whole Number Bias,Incomplete Calculation
461,Unclassified Error,Irrelevant Explanation,Whole Number Bias,Definition Error
462,Unclassified Error,Unclassified Error,Unclassified Error,Incomplete Calculation
463,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
464,First Term Error,Wrong Term,Additive Reasoning Error,Additive Reasoning Error
465,Unclassified Error,Inversion Error,Swapped Dividend,Swapped Dividend
466,Unclassified Error,Multiplication Error,"Inadequate calculation (not Incomplete Calculation, but actually this case) is not listed as an option. However, since this could be seen as an attempt at subtracting like fractions - the actual answer is the closest to this case in the options. So the closest case would be Subtracting Unlike Terms doesn't apply in this scenario, however, it resembles Additive Reasoning Error which applies. Therefore: Additive Reasoning Error",Additive Reasoning Error
467,Unclassified Error,Subtraction Error,Incomplete Calculation,Subtraction Error
468,Inversion Error,Inversion Error,Additive Reasoning Error,Inversion Error
469,Unclassified Error,Wrong Fraction,Incomplete Calculation,Unclassified Error
470,Duplication Error,Duplication Error,Duplication Error,Duplication Error
471,Subtraction Error,Subtraction Error,Whole Number Bias,Additive Reasoning Error
472,Unclassified Error,Unclassified Error,Whole Number Bias,Whole Number Bias
473,Irrelevant Explanation,Unclassified Error,Whole Number Bias,Unclassified Error
474,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
475,Unclassified Error,Multiplication Error,Whole Number Bias,Division Error
476,Unclassified Error,Wrong Fraction,Incomplete Calculation,Incomplete Calculation
477,Unclassified Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
478,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
479,Unclassified Error,Subtraction Error,Wrong Term,Unclassified Error
480,Wrong Fraction,Wrong Term,Swapped Dividend,Swapped Dividend
481,Whole Number Bias,Denominator Only Change,Additive Reasoning Error,Definition Error
482,Incomplete Calculation,Incomplete Calculation,Denominator Only Change,Incomplete Calculation
483,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
484,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
485,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
486,Wrong Term,Wrong Term,Additive Reasoning Error,Incomplete Calculation
487,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
488,Unknowable Error,Unclassified Error,Ignores Zeroes,Definition Error
489,Not A Variable,Division Error,Incomplete Calculation,Unclassified Error
490,Tacking On Zeroes,Positive/Negative Sign Error,Additive Reasoning Error,Subtraction Error
491,Unclassified Error,Unclassified Error,Duplication Error,Unclassified Error
492,Unclassified Error,Positive/Negative Sign Error,Swapped Dividend,Positive/Negative Sign Error
493,Whole Numbers Are Larger,Whole Numbers Are Larger,Whole Number Bias,Whole Numbers Are Larger
494,Unclassified Error,Unclassified Error,Subtraction Error,Unclassified Error
495,Duplication Error,Wrong Fraction,Duplication Error,Duplication Error
496,Unclassified Error,Wrong Term,Swapped Dividend,Unclassified Error
497,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
498,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
499,Unclassified Error,Unclassified Error,Whole Number Bias,Whole Number Bias
500,Unclassified Error,Subtraction Error,Whole Number Bias,Unclassified Error
501,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
502,Unclassified Error,Multiplication Error,Unclassified Error,Inverse Operation Error
503,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
504,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
505,Unclassified Error,Division Error,Additive Reasoning Error,Unclassified Error
506,Unclassified Error,Division Error,Whole Number Bias,Division Error
507,Wrong Fraction,Multiplication Error,Incomplete Calculation,Scale Factor Error
508,Unclassified Error,Multiplication Error,Additive Reasoning Error,Incomplete Calculation
509,Wrong Fraction,Wrong Term,Additive Reasoning Error,Wrong Term
510,Unclassified Error,Irrelevant Explanation,Whole Number Bias,Unclassified Error
511,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
512,Unclassified Error,Additive Reasoning Error,Adding Fractions Across,Adding Fractions Across
513,Wrong Fraction,Subtraction Error,Unclassified Error,Multiplication Error
514,Unclassified Error,Multiplication Error,Swapped Dividend,Inversion Error
515,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
516,Unclassified Error,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias
517,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
518,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
519,Multiplication Error,Whole Number Bias,Whole Number Bias,Whole Number Bias
520,Unclassified Error,Unclassified Error,Whole Number Bias,Definition Error
521,Unclassified Error,Whole Number Bias,Whole Number Bias,Unclassified Error
522,Tacking On Zeroes,Subtraction Error,Additive Reasoning Error,Positive/Negative Sign Error
523,Wrong Fraction,Wrong Term,Additive Reasoning Error,Subtraction Error
524,Duplication Error,Duplication Error,Whole Number Bias,Duplication Error
525,Interior Angle Error,Definition Error,Unknowable Error,Unclassified Error
526,Duplication Error,Duplication Error,Multiplication Error,Duplication Error
527,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
528,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
529,Wrong Fraction,Wrong Term,Duplicate Reasoning Error,Wrong Fraction
530,Unclassified Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
531,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
532,Adding Fractions Across,Additive Reasoning Error,Additive Reasoning Error,Adding Fractions Across
533,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
534,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
535,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
536,Unclassified Error,Wrong Fraction,Whole Number Bias,Definition Error
537,Unknowable Error,Unclassified Error,Whole Number Bias,Definition Error
538,Unclassified Error,Duplication Error,Incompletion of Simplification or Incomplete Calculation,Duplication Error
539,Inversion Error,Duplication Error,Whole Number Bias,Duplication Error
540,Unclassified Error,Irrelevant Explanation,Incomplete Calculation,Inverse Operation Error
541,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
542,Subtraction Error,Subtraction Error,Incomplete Calculation,Additive Reasoning Error
543,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
544,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
545,Positive/Negative Sign Error,Positive/Negative Sign Error,Additive Reasoning Error,Positive/Negative Sign Error
546,Positive/Negative Sign Error,Positive/Negative Sign Error,Inversion Error,Positive/Negative Sign Error
547,Irrelevant Explanation,Whole Number Bias,Additive Reasoning Error,Unclassified Error
548,Wrong Fraction,Wrong Term,Whole Number Bias,Incomplete Calculation
549,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
550,Unclassified Error,Incomplete Calculation,Additive Reasoning Error,Incomplete Calculation
551,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
552,Unclassified Error,Incomplete Calculation,Additive Reasoning Error,Incomplete Calculation
553,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
554,Unclassified Error,Positive/Negative Sign Error,Unclassified Error,Positive/Negative Sign Error
555,Unclassified Error,Unclassified Error,Swapped Dividend,Inversion Error
556,Unclassified Error,Unclassified Error,Unclassified Error,Whole Number Bias
557,Wrong Fraction,Wrong Fraction,Additive Reasoning Error,Wrong Fraction
558,Unclassified Error,Multiplication Error,Additive Reasoning Error,Additive Reasoning Error
559,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
560,Wrong Fraction,Wrong Term,Swapped Dividend,Wrong Term
561,Wrong Fraction,Incomplete Calculation,Inversion Error,Incomplete Calculation
562,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
563,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
564,Wrong Fraction,Wrong Term,Additive Reasoning Error,Incomplete Calculation
565,Whole Number Bias,Wrong Fraction,Additive Reasoning Error,Wrong Term
566,Denominator Only Change,Additive Reasoning Error,Adding Fractions Across,Additive Reasoning Error
567,Irrelevant Explanation,Inverse Operation Error,Inversion Error,Inverse Operation Error
568,Irrelevant Explanation,Unclassified Error,Whole Number Bias,Additive Reasoning Error
569,Incomplete Calculation,Multiplication Error,Wrong Fraction,Incomplete Calculation
570,Multiplication Error,Division Error,Division Error,Swapped Dividend
571,Unclassified Error,Unclassified Error,Unclassified Error,Incomplete Calculation
572,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
573,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
574,Inversion Error,Multiplication Error,Duplication Error,Denominator Only Change
575,Duplication Error,Duplication Error,Multiplication Error,Duplication Error
576,Unclassified Error,Incomplete Calculation,Multiplication Error,Unclassified Error
577,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
578,Unclassified Error,Additive Reasoning Error,Additive Reasoning Error,Unclassified Error
579,Unclassified Error,Wrong Term,Whole Number Bias,Incomplete Calculation
580,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
581,Additive Reasoning Error,Additive Reasoning Error,Wrong Fraction,Additive Reasoning Error
582,Tacking On Zeroes,Unclassified Error,Wrong Term,Positive/Negative Sign Error
583,Multiplication Error,Definition Error,Whole Number Bias,Swapped Dividend
584,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
585,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
586,Unclassified Error,Wrong Fraction,Incomplete Calculation,Incomplete Calculation
587,Multiplication Error,Division Error,Swapped Dividend,Swapped Dividend
588,Unclassified Error,Multiplication Error,Whole Number Bias,Multiplication Error
589,Unclassified Error,Wrong Fraction,Whole Number Bias,Wrong Fraction
590,Duplication Error,Duplication Error,Whole Number Bias,Duplication Error
591,Unclassified Error,Incomplete Calculation,Swapped Dividend,Unclassified Error
592,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
593,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
594,Wrong Term,Multiplication Error,Scale Factor Error,Multiplication Error
595,Wrong Fraction,Wrong Term,Additive Reasoning Error,Wrong Term
596,Unclassified Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
597,Unclassified Error,Multiplication Error,Whole Number Bias,Inversion Error
598,Unclassified Error,Additive Reasoning Error,Adding Fractions Across,Additive Reasoning Error
599,Unclassified Error,Unclassified Error,Scale Factor Error,Unclassified Error
600,Wrong Fraction,Subtraction Error,Whole Number Bias,Incomplete Calculation
601,Unclassified Error,Multiplication Error,Incomplete Calculation,Unclassified Error
602,Unclassified Error,Incomplete Calculation,Whole Number Bias,Shorter Decimals Are Bigger
603,Unclassified Error,Multiplication Error,Whole Number Bias,Unclassified Error
604,Unclassified Error,Division Error,Additive Reasoning Error,Additive Reasoning Error
605,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
606,Wrong Term,Wrong Term,Whole Number Bias,Incomplete Calculation
607,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
608,Unclassified Error,Irrelevant Explanation,Whole Number Bias,Additive Reasoning Error
609,Unclassified Error,Multiplication Error,Additive Reasoning Error,Unclassified Error
610,Unclassified Error,Unclassified Error,Scale Factor Error,Unclassified Error
611,Unclassified Error,Definition Error,Adding Fractions Across,Unclassified Error
612,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
613,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
614,Unknowable Error,Unclassified Error,Unclassified Error,Definition Error
615,Unclassified Error,Multiplication Error,Whole Number Bias,Multiplication Error
616,Unclassified Error,Positive/Negative Sign Error,Inversion Error,Inverse Operation Error
617,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
618,Subtraction Error,Subtraction Error,Whole Number Bias,Additive Reasoning Error
619,Unclassified Error,Unclassified Error,Whole Number Bias,Whole Number Bias
620,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
621,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
622,Unclassified Error,Wrong Term,Additive Reasoning Error,Incomplete Calculation
623,Duplication Error,Duplication Error,Duplication Error,Duplication Error
624,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
625,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
626,Unclassified Error,Unclassified Error,Unclassified Error,Denominator Only Change
627,Unclassified Error,Division Error,Duplication Error,Additive Reasoning Error
628,Wrong Term,Wrong Term,Unclassified Error,Unclassified Error
629,Scale Factor Error,Unclassified Error,Whole Number Bias,Definition Error
630,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
631,Subtraction Error,Subtraction Error,Whole Number Bias,Additive Reasoning Error
632,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
633,Unclassified Error,Duplication Error,Duplication Error,Duplication Error
634,Unclassified Error,Swapped Dividend,Swapped Dividend,Unclassified Error
635,Subtraction Error,Subtraction Error,Additive Reasoning Error,Additive Reasoning Error
636,Swapped Dividend,Swapped Dividend,Duplication Error,Irrelevant Explanation
637,Unclassified Error,Multiplication Error,Swapped Dividend,Scale Factor Error
638,Multiplying By 4,Multiplication Error,Swapped Dividend,Unclassified Error
639,Whole Number Bias,Wrong Fraction,Swapped Dividend,Whole Number Bias
640,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
641,Unclassified Error,Swapped Dividend,Swapped Dividend,Unclassified Error
642,Duplication Error,Duplication Error,Unclassified Error,Duplication Error
643,Unclassified Error,Incomplete Calculation,Swapped Dividend,Division Error
644,Unclassified Error,Unclassified Error,Unknowable Error,Denominator Only Change
645,Inversion Error,Multiplication Error,Incomplete Calculation,Denominator Only Change
646,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
647,Unclassified Error,Whole Number Bias,Additive Reasoning Error,Additive Reasoning Error
648,Unclassified Error,Multiplication Error,Multiplication Error,Incomplete Calculation
649,First Term Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
650,Wrong Fraction,Wrong Term,Multiplication Error,Incomplete Calculation
651,Unclassified Error,Division Error,Swapped Dividend,Unclassified Error
652,Irrelevant Explanation,Wrong Fraction,Whole Number Bias,Whole Number Bias
653,Unclassified Error,Additive Reasoning Error,Incomplete Calculation,Unclassified Error
654,Unclassified Error,Additive Reasoning Error,Whole Number Bias,Additive Reasoning Error
655,Subtraction Error,Multiplication Error,Incomplete Calculation,Additive Reasoning Error
656,Unclassified Error,Incomplete Calculation,Duplication Error,Incomplete Calculation
657,Unknowable Error,Unclassified Error,Unknownable Error,Definition Error
658,Unclassified Error,Incomplete Calculation,Incomplete Calculation,Unclassified Error
659,Duplication Error,Duplication Error,Incomplete Calculation,Duplication Error
660,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
661,Unclassified Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
662,Wrong Term,Wrong Term,Scale Factor Error,Incomplete Calculation
663,Irrelevant Explanation,Whole Number Bias,Additive Reasoning Error,Additive Reasoning Error
664,Denominator Only Change,Wrong Fraction,Unclassified Error,Adding Fractions Across
665,Wrong Term,Wrong Term,Whole Number Bias,Incomplete Calculation
666,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
667,Unclassified Error,Wrong Fraction,Definition Error,Denominator Only Change
668,Unclassified Error,Division Error,Swapped Dividend,Division Error
669,Not A Variable,Multiplication Error,Whole Number Bias,Irrelevant Explanation
670,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
671,Unclassified Error,Definition Error,Division Error,Unclassified Error
672,Unclassified Error,Subtraction Error,Additive Reasoning Error,Positive/Negative Sign Error
673,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
674,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
675,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
676,Denominator Only Change,Wrong Fraction,Additive Reasoning Error,Adding Fractions Across
677,Subtraction Error,Wrong Fraction,Additive Reasoning Error,Additive Reasoning Error
678,Unclassified Error,Positive/Negative Sign Error,Incomplete Calculation,Positive/Negative Sign Error
679,Unclassified Error,Unclassified Error,Whole Number Bias,Whole Numbers Are Larger
680,Unclassified Error,Unclassified Error,Whole Number Bias,Swapped Dividend
681,Unclassified Error,Unclassified Error,Whole Number Bias,Additive Reasoning Error
682,Unclassified Error,Wrong Fraction,Additive Reasoning Error,Unclassified Error
683,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unknowable Error
684,Unclassified Error,Positive/Negative Sign Error,Subtraction Error,Positive/Negative Sign Error
685,Not A Variable,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
686,Incomplete Calculation,Incomplete Calculation,Additive Reasoning Error,Incomplete Calculation
687,Adding Fractions Across,Adding Fractions Across,Adding Fractions Across,Adding Fractions Across
688,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
689,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
690,Irrelevant Explanation,Division Error,Scale Factor Error,Additive Reasoning Error
691,Unclassified Error,Unclassified Error,Whole Number Bias,Whole Number Bias
692,Whole Number Bias,Wrong Fraction,Whole Number Bias,Whole Number Bias
693,Unclassified Error,Adding Fractions Across,Additive Reasoning Error,Adding Fractions Across
694,Subtraction Error,Multiplication Error,Additive Reasoning Error,Additive Reasoning Error
695,Unclassified Error,Irrelevant Explanation,Multiplication Error,Unclassified Error
696,Inversion Error,Multiplication Error,Swapped Dividend,Multiplication Error
697,Adding Fractions Across,Adding Fractions Across,Whole Number Bias,Adding Fractions Across
698,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
699,Unclassified Error,Additive Reasoning Error,Unclassified Error,Subtraction Error
700,Unknowable Error,Definition Error,Definition Error,Unclassified Error
701,Unclassified Error,Wrong Fraction,Scale Factor Error,Additive Reasoning Error
702,Wrong Term,Wrong Term,Scale Factor Error,Additive Reasoning Error
703,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
704,Irrelevant Explanation,Division Error,Division Error,Unclassified Error
705,Wrong Term,Wrong Term,Whole Number Bias,Incomplete Calculation
706,Unclassified Error,Wrong Term,Scale Factor Error,Incomplete Calculation
707,Unclassified Error,Division Error,Additive Reasoning Error,Unclassified Error
708,Unclassified Error,Division Error,Swapped Dividend,Inversion Error
709,Wrong Term,Wrong Term,Additive Reasoning Error,Unclassified Error
710,Wrong Term,Incomplete Calculation,Additive Reasoning Error,Incomplete Calculation
711,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
712,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
713,Tacking On Zeroes,Unclassified Error,Inversion Error,Positive/Negative Sign Error
714,Swapped Dividend,Inverse Operation Error,Swapped Dividend,Inversion Error
715,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
716,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
717,Unclassified Error,Unclassified Error,Whole Number Bias,Additive Reasoning Error
718,Unclassified Error,Flip and Change Error,Whole Number Bias,Inversion Error
719,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
720,Swapped Dividend,Swapped Dividend,Multiplication Error,Swapped Dividend
721,Unclassified Error,Swapped Dividend,Wrong Fraction,Unclassified Error
722,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
723,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
724,Unclassified Error,Positive/Negative Sign Error,Swapped Dividend,Positive/Negative Sign Error
725,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
726,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
727,Scale Factor Error,Unclassified Error,Unclassified Error,Definition Error
728,Unclassified Error,Subtraction Error,Additive Reasoning Error,Subtraction Error
